id,Exam1,Exam2,Exam3,Final,HS_GPA,COMP_ACT_SCORE,TRANS_TOT_CR,BFAS_A_1,BFAS_A_2,BFAS_A_3,BFAS_A_4,BFAS_A_5,BFAS_A_6,BFAS_A_7,BFAS_A_8,BFAS_A_9,BFAS_A_10,BFAS_A_11,BFAS_A_12,BFAS_A_13,BFAS_A_14,BFAS_A_15,BFAS_A_16,BFAS_A_17,BFAS_A_18,BFAS_A_19,BFAS_A_20,BFAS_A_21,BFAS_A_22,BFAS_A_23,BFAS_A_24,BFAS_A_25,BFAS_A_26,BFAS_A_27,BFAS_A_28,BFAS_A_29,BFAS_A_30,BFAS_A_31,BFAS_A_32,BFAS_A_33,BFAS_A_34,BFAS_A_35,BFAS_A_36,BFAS_A_37,BFAS_A_38,BFAS_A_39,BFAS_A_40,BFAS_A_41,BFAS_A_42,BFAS_A_43,BFAS_A_44,BFAS_A_45,BFAS_A_46,BFAS_A_47,BFAS_A_48,BFAS_A_49,BFAS_A_50,BFAS_A_51,BFAS_A_52,BFAS_A_53,BFAS_A_54,BFAS_A_55,BFAS_A_56,BFAS_A_57,BFAS_A_58,BFAS_A_59,BFAS_A_60,BFAS_A_61,BFAS_A_62,BFAS_A_63,BFAS_A_64,BFAS_A_65,BFAS_A_66,BFAS_A_67,BFAS_A_68,BFAS_A_69,BFAS_A_70,BFAS_A_71,BFAS_A_72,BFAS_A_73,BFAS_A_74,BFAS_A_75,BFAS_A_76,BFAS_A_77,BFAS_A_78,BFAS_A_79,BFAS_A_80,BFAS_A_81,BFAS_A_82,BFAS_A_83,BFAS_A_84,BFAS_A_85,BFAS_A_86,BFAS_A_87,BFAS_A_88,BFAS_A_89,BFAS_A_90,BFAS_A_91,BFAS_A_92,BFAS_A_93,BFAS_A_94,BFAS_A_95,BFAS_A_96,BFAS_A_97,BFAS_A_98,BFAS_A_99,BFAS_A_100,BFAS_Withdrawal,BFAS_Volatility,BFAS_5_N,BFAS_Compassion,BFAS_Politeness,BFAS_5_A,BFAS_Industriousness,BFAS_Orderliness,BFAS_5_C,BFAS_Enthusiasm,BFAS_Assertiveness,BFAS_5_E,BFAS_Intellect,BFAS_Openness,BFAS_5_O,SE_1,SE_2,SE_3,SE_4,SE_5,SE_6,SE_7,SE_8,SE_9,SE_10,SE_11,SE_12,SE_13,SE_14,SE_15,SE_16,SE_total,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,anx_9,anx_10,anxiety_total,Gender
13137,36,31,32,65,3.13,20,16,4,2,5,5,4,2,5,2,5,5,3,4,2,2,2,3,2,4,4,5,5,5,4,5,5,3,4,4,4,5,3,3,3,3,4,3,1,4,4,5,4,5,4,4,2,4,3,4,2,2,4,2,2,2,3,5,4,3,4,1,3,2,3,2,4,3,1,2,4,4,3,4,3,4,4,3,3,2,3,2,3,1,3,4,2,2,2,2,4,3,2,4,4,4,4,3,3,3,2,5,2.6,2.7,2.65,4.2,4,4.1,3.3,3.4,3.35,3.7,3.8,3.75,4,4.5,4.25,5,6,4,5,5,5,4,6,6,5,7,6,7,7,7,7,5.75,3,4,3,4,4,4,3,4,4,3,3.6,Female
12498,44,45,47,88,4.11,28,0,3,1,4,5,4,1,5,4,4,4,4,5,2,1,3,4,3,4,4,4,4,5,2,1,4,2,5,4,4,4,4,1,2,2,3,4,3,4,5,4,5,5,5,5,4,2,3,3,3,2,4,1,1,2,3,5,4,5,5,3,3,2,4,2,4,2,2,3,4,4,3,4,4,5,4,4,1,2,3,3,2,1,4,5,3,2,3,4,3,4,2,5,4,5,4,3,3,4,4,4,2.8,1.9,2.35,4.8,3.8,4.3,3.8,3.7,3.75,4.7,3.5,4.1,3.4,3.6,3.5,6,6,5,3,6,6,4,5,6,5,7,4,7,7,5,6,5.5,2,4,3,3,2,4,1,4,5,2,3,Female
12454,47,50,49,99,4,27,0,4,4,5,4,4,3,4,1,3,5,3,2,1,2,2,2,4,5,3,2,4,2,1,2,4,3,4,5,2,1,4,4,1,4,2,5,3,5,2,2,4,2,5,2,3,2,2,1,4,4,4,4,2,5,4,5,4,5,4,5,3,3,3,4,3,2,2,1,4,1,2,4,5,4,4,2,1,1,2,5,1,2,1,3,2,3,1,4,1,2,1,1,1,3,4,3,5,5,3,4,2.6,2.6,2.6,2.4,3.4,2.9,4.7,4.9,4.8,2.9,3,2.95,3.4,2.3,2.85,7,5,5,2,7,7,4,6,6,5,6,5,6,7,6,6,5.625,1,3,2,2,2,2,2,1,4,4,2.3,Male
12313,40,38,36,79,0,28,30.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13484,26,34,37,66,3.48,27,0,5,2,4,4,4,4,4,2,4,5,2,2,2,4,3,2,2,5,4,3,5,4,2,2,4,2,5,4,2,4,2,3,1,5,4,5,1,5,4,3,5,4,4,5,3,2,5,2,2,4,4,2,1,2,2,5,3,5,5,4,1,1,4,1,1,3,4,2,4,2,2,4,4,4,4,2,1,1,2,2,3,4,3,5,2,4,4,2,3,3,2,4,5,4,4,4,3,5,2,4,2.1,2.9,2.5,3.6,3.8,3.7,3.8,4.3,4.05,3.8,4,3.9,3.5,3.2,3.35,7,7,6,6,6,6,5,7,5,5,6,5,5,6,5,6,5.8125,1,2,2,1,2,1,1,1,2,1,1.4,Female
13638,28,42,28,77,3.88,29,0,5,2,4,5,5,2,4,4,3,5,3,3,3,1,1,3,1,3,5,5,4,5,2,1,5,2,3,3,1,4,3,2,1,1,5,3,1,4,4,3,4,4,4,5,3,2,3,3,2,1,4,2,2,1,2,3,5,5,5,2,3,1,3,1,3,2,1,3,3,4,5,5,3,5,4,3,1,3,2,3,2,1,3,5,1,2,1,2,3,3,3,5,3,5,5,2,2,5,3,5,2.4,2.4,2.4,4.4,4.4,4.4,3.6,3.3,3.45,5,3.9,4.45,4.4,4.1,4.25,5,6,6,4,7,7,6,7,5,6,7,5,6,7,5,6,5.9375,2,3,2,2,1,2,1,2,3,2,2,Female
12317,39,45,42,86,3.78,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,5,5,3,6,5,6,7,6,6,6,6,7,5.3125,2,5,4,2,2,2,3,4,5,1,3,Male
12537,36,45,37,83,3.62,25,4,5,1,3,4,3,2,3,3,2,4,3,4,3,2,2,3,2,5,5,5,5,4,2,3,3,3,4,5,2,4,2,3,3,4,3,5,2,5,3,5,4,5,4,4,3,3,4,1,4,2,5,3,2,1,4,3,4,4,4,5,3,2,2,3,3,4,1,1,4,3,1,5,2,5,2,2,2,1,5,5,5,2,4,5,5,5,3,3,3,4,3,4,3,5,5,5,5,5,4,5,3,3.3,3.15,4.1,3.6,3.85,3,4.5,3.75,4,3,3.5,2.9,3.4,3.15,7,7,7,1,5,4,3,7,7,4,7,4,4,7,7,7,5.5,1,3,2,2,1,1,2,3,5,5,2.5,Female
13092,39,37,33,74,4.1,27,0,4,1,4,5,4,2,3,2,3,5,2,5,3,4,3,4,1,4,4,5,5,5,3,2,4,2,4,4,4,5,2,2,2,3,4,4,1,5,4,5,4,4,4,4,1,4,3,3,3,2,4,2,2,2,3,3,2,3,4,3,2,2,3,2,3,2,1,2,3,4,2,4,4,4,3,4,2,2,2,1,2,2,3,4,4,2,1,3,3,1,1,4,4,5,4,2,3,4,4,5,2.2,2.3,2.25,4.3,3.9,4.1,3.4,3.8,3.6,3.9,3.2,3.55,3.5,4.6,4.05,6,5,6,5,5,6,7,6,5,4,6,4,6,5,6,6,5.5,3,2,2,2,3,1,2,3,3,1,2.2,Male
11759,32,30,32,0,0,34,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12493,41,40,45,87,3.55,31,0,5,2,4,1,4,2,2,2,3,4,1,5,2,3,2,4,4,1,4,3,4,2,4,3,4,2,5,3,2,5,2,2,3,3,4,5,1,2,4,5,5,5,4,2,1,2,2,3,4,4,1,1,2,1,2,4,3,5,2,2,1,3,4,1,4,2,2,5,4,2,4,4,2,5,4,2,2,4,4,1,2,2,4,5,2,2,2,1,4,2,2,2,4,5,2,2,4,2,4,4,1.5,2.1,1.8,3.8,3.3,3.55,3.1,2.4,2.75,3.7,3.1,3.4,3.9,3.8,3.85,6,5,5,5,5,5,4,6,6,6,7,6,6,5,6,5,5.5,2,1,1,1,2,1,1,3,1,1,1.4,Male
12012,26,35,36,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12176,47,50,45,95,3.93,29,0,1,2,4,2,3,3,3,1,3,5,4,4,4,5,2,3,2,4,3,5,3,4,3,4,4,2,4,5,3,5,2,1,4,4,4,3,2,4,2,4,2,4,4,2,2,2,4,3,3,2,4,2,2,3,2,4,4,5,3,2,1,3,4,2,3,2,1,3,2,4,2,4,2,4,4,3,2,1,3,1,3,2,4,2,3,2,1,4,4,1,2,4,3,3,4,2,3,4,4,4,3.2,2.4,2.8,4,4,4,3,4.2,3.6,2.5,2.8,2.65,3.7,4.5,4.1,5,4,4,6,5,5,5,6,6,5,7,5,5,7,5,5,5.3125,3,3,4,2,3,3,4,4,5,4,3.5,Male
13161,43,40,38,84,3.9,27,0,3,3,4,5,5,3,4,2,4,5,5,2,3,2,2,3,1,2,4,4,4,4,3,2,4,3,4,3,2,4,3,3,3,1,1,3,2,3,4,4,2,2,3,5,5,2,2,1,3,4,5,2,2,3,2,5,3,3,4,2,4,3,5,1,3,2,4,2,5,5,2,4,3,4,4,2,1,1,3,1,4,2,4,5,3,4,5,4,3,1,5,3,5,5,2,4,3,3,2,4,3.9,2.9,3.4,3.2,3.3,3.25,3.1,3.6,3.35,4.5,3.8,4.15,3.1,4.2,3.65,6,5,6,4,6,7,5,6,7,7,7,7,7,7,7,6,6.25,3,4,3,2,2,2,3,2,5,3,2.9,Female
13356,42,39,40,91,4,25,5,3,1,4,5,5,4,5,3,3,4,5,5,3,3,3,2,1,4,4,4,3,5,4,4,4,3,2,4,3,4,2,1,3,3,4,4,1,4,4,3,3,5,4,3,2,2,2,2,2,4,5,2,3,1,2,4,3,5,4,4,5,1,4,2,3,2,2,3,4,3,2,5,4,4,4,4,2,2,3,3,4,1,4,5,3,2,2,4,3,2,3,5,4,5,4,2,4,4,2,4,3.7,2.5,3.1,4.9,3.6,4.25,3.1,3.9,3.5,3.9,3.6,3.75,3.8,3.3,3.55,5,3,4,2,4,2,5,4,4,6,4,5,4,6,4,5,4.1875,4,2,5,2,4,5,4,2,5,4,3.7,Female
13260,46,48,49,92,4,29,0,4,4,4,2,5,1,4,1,3,5,2,3,1,5,2,4,4,4,3,1,4,4,2,4,5,2,2,5,4,5,2,2,2,4,5,5,1,5,3,5,4,4,5,2,5,2,3,2,4,5,4,2,1,2,1,5,5,5,2,4,2,2,2,2,3,1,1,4,2,3,1,4,4,2,3,4,2,1,4,2,4,1,3,3,5,2,1,4,4,4,2,5,4,4,3,3,4,5,3,2,2.7,1.7,2.2,3.9,3.7,3.8,3.8,4.4,4.1,2.6,2.6,2.6,3.5,3,3.25,7,3,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6.625,1,3,2,2,3,2,3,4,5,4,2.9,Male
12946,38,28,35,63,3.64,26,3,3,3,4,4,4,3,5,1,3,5,2,3,2,2,3,3,1,4,3,3,4,3,2,2,4,3,3,3,3,3,2,3,2,2,2,4,1,3,3,4,3,3,4,4,3,3,4,2,3,5,3,3,2,2,3,3,3,4,3,4,2,2,4,3,3,2,2,3,3,3,3,4,4,4,4,3,2,2,3,3,3,2,3,5,2,3,2,3,3,3,2,5,3,4,3,3,3,4,3,4,2.5,2.8,2.65,3.5,4,3.75,3.8,3.7,3.75,4,3,3.5,3.3,3.1,3.2,6,6,6,5,5,5,5,7,6,5,6,5,6,6,5,5,5.5625,2,2,2,2,2,2,2,2,2,3,2.1,Male
13054,22,22,21,59,3.93,27,8,2,3,3,2,3,4,5,5,3,4,4,4,4,2,3,2,1,5,4,2,1,3,3,4,3,4,5,2,5,3,3,3,4,5,5,1,1,3,3,5,1,4,3,2,3,4,4,3,3,3,4,4,3,3,3,2,2,5,4,3,5,3,4,3,3,5,4,4,3,3,2,4,2,3,3,2,3,3,4,3,5,3,5,4,4,4,4,4,3,4,4,5,5,5,4,4,3,5,4,4,4.3,4.2,4.25,3.4,3.6,3.5,2.4,3.3,2.85,2.9,2.8,2.85,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,35,34,32,71,NA,NA,NA,4,1,4,4,4,2,4,2,4,5,5,4,4,1,2,2,3,4,5,3,4,4,4,2,3,4,5,3,3,5,2,2,4,1,4,4,2,2,2,3,2,4,5,4,1,2,2,3,1,2,5,1,4,2,4,2,3,4,5,2,5,2,2,1,3,3,3,2,4,3,3,4,2,5,4,2,1,1,1,1,4,2,2,5,3,3,1,4,5,2,1,4,4,5,2,3,4,5,2,4,3.3,3.1,3.2,4.2,3.6,3.9,2.7,3.8,3.25,4.6,4.2,4.4,3.4,4,3.7,6,6,6,5,5,5,5,7,5,6,7,6,6,6,5,6,5.75,2,1,2,1,3,2,1,4,2,1,1.9,Female
13593,35,34,35,77,3.61,27,3,4,1,4,4,4,1,5,3,5,5,5,5,2,2,1,4,1,4,5,5,3,4,5,3,3,2,4,4,1,3,2,1,3,2,3,4,1,3,4,5,3,5,4,5,1,2,2,1,1,3,5,3,4,1,1,4,4,5,5,1,1,1,4,1,5,3,1,1,5,5,1,5,3,5,2,2,1,1,3,2,5,1,4,3,2,5,1,4,4,1,3,5,5,5,5,3,2,4,1,5,3.4,2.6,3,4.7,4.4,4.55,2.8,4.2,3.5,4.3,4.6,4.45,4.1,4.5,4.3,5,2,6,7,5,5,4,4,3,4,6,4,5,5,5,5,4.6875,3,5,5,3,4,3,5,4,5,2,3.9,Female
12255,40,26,39,86,0,27,0,4,2,5,2,5,1,5,5,2,2,2,2,4,4,1,4,2,2,4,2,4,4,2,4,4,1,4,2,1,5,1,1,1,1,5,5,2,2,3,5,4,4,4,2,1,1,4,4,2,2,4,4,2,2,2,4,4,2,4,2,2,2,4,1,3,2,1,5,4,2,2,4,4,4,4,4,2,2,2,2,2,2,2,4,2,2,2,4,4,2,2,4,2,4,4,2,4,2,2,4,2.3,1.6,1.95,3.7,4,3.85,4,2.2,3.1,3.4,3.8,3.6,4.3,3.6,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13155,48,46,48,95,4,35,19,2,2,4,3,5,2,4,3,4,5,3,4,3,2,2,3,3,4,3,5,4,4,3,2,5,2,4,3,2,2,2,1,2,2,5,4,3,4,4,4,2,4,4,4,2,2,2,4,3,3,3,2,2,2,2,5,3,3,4,2,2,2,3,2,4,2,1,4,4,4,4,4,4,4,4,4,1,2,3,3,3,1,3,4,2,2,2,3,4,3,2,5,3,4,5,2,3,4,2,4,2.7,2,2.35,4.3,3.6,3.95,3.5,3.2,3.35,3.9,3.7,3.8,4.4,3.7,4.05,5,6,6,6,7,7,7,7,7,6,7,6,7,7,6,7,6.5,2,2,2,2,2,1,1,3,3,3,2.1,Male
11676,31,16,27,58,0,22,19,4,4,3,4,2,4,4,3,4,4,4,3,5,3,4,2,3,4,4,4,3,4,3,2,2,4,3,3,2,4,3,2,3,3,4,2,1,4,4,4,2,4,3,4,2,4,3,2,3,2,5,3,4,2,4,2,2,4,4,3,4,2,4,2,4,4,2,3,4,3,2,4,2,4,4,2,3,2,2,2,2,1,2,5,4,4,4,4,4,2,3,4,5,5,4,4,4,4,2,4,3.4,4,3.7,3.7,3.1,3.4,2.6,3.7,3.15,4,3.9,3.95,3,3.8,3.4,4,5,6,5,5,5,4,5,5,4,5,4,6,5,5,5,4.875,2,5,4,4,3,4,3,4,4,2,3.5,Female
11614,41,43,37,86,3.92,28,31,2,3,5,5,4,4,5,1,4,5,2,2,2,2,3,2,1,5,4,4,4,4,2,2,4,4,4,5,2,2,2,3,3,2,4,2,1,5,3,4,3,4,5,4,4,4,3,2,2,5,4,2,2,2,4,4,4,5,4,4,3,2,4,4,4,5,1,2,4,4,4,4,4,4,4,2,2,1,2,4,2,1,3,5,2,3,3,4,4,4,2,3,4,4,4,4,3,4,3,4,2.6,3.8,3.2,3.6,4.1,3.85,3.8,4.6,4.2,4,3.8,3.9,3.5,3,3.25,6,7,6,6,6,6,5,7,6,5,7,5,6,6,5,6,5.9375,3,2,2,2,1,1,1,2,3,1,1.8,Female
12581,47,44,41,89,3.56,23,17,2,2,2,1,3,2,4,4,4,5,4,3,4,5,4,2,1,5,3,2,2,4,4,3,2,4,5,2,4,4,1,2,2,3,3,4,1,4,3,3,2,4,3,1,2,4,4,4,4,4,5,4,2,4,4,4,4,4,2,4,4,2,2,4,3,4,2,2,4,4,3,5,2,4,4,4,1,2,4,2,4,2,5,3,2,2,1,4,2,1,4,3,4,2,3,3,2,2,2,2,3.7,2.9,3.3,3.7,4.5,4.1,2.4,3.3,2.85,2.2,2.8,2.5,3,3.3,3.15,3,4,5,2,5,5,1,6,4,4,6,3,6,6,6,6,4.5,3,2,2,2,4,1,1,1,5,4,2.5,Male
11937,31,39,39,74,3.99,24,8,1,2,3,3,2,4,4,3,3,5,4,4,4,5,3,2,1,4,2,2,2,5,3,4,2,4,3,4,4,2,4,3,3,4,2,3,1,3,2,3,2,4,3,2,4,4,4,4,3,4,4,2,2,4,4,4,4,2,3,5,4,2,2,3,3,4,2,3,4,3,4,4,2,4,3,2,1,4,2,1,2,1,4,4,4,4,1,2,2,1,2,4,4,3,3,4,3,2,4,2,3.5,3.7,3.6,4.1,4.2,4.15,2.6,2.7,2.65,2.6,2.7,2.65,2.4,3,2.7,3,4,2,3,5,5,4,4,4,4,7,4,5,5,5,5,4.3125,4,4,4,3,2,3,3,3,5,3,3.4,Female
12474,43,41,41,84,4.02,31,0,5,1,4,4,5,1,4,3,5,4,3,4,3,2,2,4,4,5,5,4,4,5,3,2,4,1,5,4,2,3,2,2,2,1,3,4,3,4,3,5,5,5,3,4,3,2,4,2,2,3,3,1,2,1,2,4,3,4,5,3,2,2,4,1,4,1,2,2,4,4,1,4,3,5,4,3,1,1,2,3,2,2,3,5,1,2,1,3,4,3,1,4,2,5,4,2,4,4,1,5,2.2,1.8,2,4.4,3.7,4.05,3.5,4,3.75,4.6,4.3,4.45,4,3.7,3.85,3,6,5,6,5,5,5,6,5,6,7,5,6,6,5,5,5.375,2,3,2,3,2,4,3,2,4,4,2.9,Female
11797,38,35,38,69,0,24,0,3,2,2,4,3,2,4,2,3,5,4,3,4,2,4,3,2,5,3,4,2,3,4,4,3,3,3,5,4,2,3,2,3,3,2,3,2,5,2,5,2,4,4,3,3,4,4,1,4,5,5,3,4,2,4,2,4,5,3,4,4,2,4,2,3,4,2,1,3,3,1,4,2,4,4,3,1,1,4,2,3,4,3,4,2,3,1,4,2,2,4,2,4,5,4,3,3,5,3,4,3.9,3.2,3.55,3.3,4,3.65,2.6,4.8,3.7,3.7,2.5,3.1,3,3.4,3.2,6,3,3,3,4,3,5,3,3,3,5,3,3,3,4,4,3.625,3,4,3,3,2,3,2,5,4,4,3.3,Female
9415,34,28,0,0,NA,NA,NA,2,4,3,4,4,2,1,3,4,5,4,4,4,4,2,4,4,2,3,3,3,3,4,3,3,3,3,1,2,3,2,2,2,2,4,2,2,2,3,3,1,4,2,3,3,3,2,5,2,5,4,3,3,3,2,2,2,3,4,4,2,2,2,2,2,2,2,4,4,4,4,3,2,4,2,4,3,4,3,1,5,2,5,2,2,2,3,2,3,2,2,4,4,3,3,2,2,2,3,4,3.3,2.6,2.95,3.5,2.8,3.15,2.3,2,2.15,3.2,3.5,3.35,3.3,3.4,3.35,3,6,4,3,2,2,5,7,4,7,7,7,4,4,6,6,4.8125,2,2,2,1,2,4,3,1,2,5,2.4,Male
12037,34,34,36,57,3.96,33,0,4,2,4,4,4,4,5,4,4,4,2,4,4,2,2,3,3,4,3,4,5,4,2,2,4,3,4,2,2,4,1,2,2,2,4,3,2,3,4,5,4,5,4,4,2,4,2,4,2,5,4,2,2,4,4,4,4,4,4,4,2,2,4,2,4,4,3,4,4,2,4,5,4,3,4,2,4,2,3,2,2,2,3,4,2,3,2,4,3,3,2,4,3,4,4,4,5,4,2,4,2,3.4,2.7,4.2,3.2,3.7,3.6,3.1,3.35,3.7,3.7,3.7,3.8,3.3,3.55,4,5,4,5,6,6,6,7,6,6,7,6,7,7,6,7,5.9375,3,3,3,2,2,2,1,2,4,2,2.4,Male
13456,45,49,48,96,4,34,18,4,2,4,4,5,2,5,2,4,4,2,2,4,4,1,4,2,5,2,4,4,2,2,2,4,1,4,4,2,3,4,1,1,4,5,5,1,5,2,4,4,5,5,2,4,1,4,4,2,2,2,2,1,4,1,5,4,4,5,4,2,2,1,4,3,1,1,4,2,2,5,4,4,4,4,5,1,2,4,5,1,2,4,2,2,2,1,4,5,5,1,4,2,4,4,1,3,4,4,5,1.9,1.3,1.6,3.8,4.4,4.1,3.6,3.8,3.7,2.8,3.2,3,4.1,3,3.55,5,5,5,6,7,7,6,7,7,7,7,7,7,7,7,7,6.5,1,2,2,2,3,1,2,1,3,2,1.9,Male
13427,40,40,41,89,NA,NA,NA,4,2,2,3,4,1,3,4,3,5,2,2,4,4,2,4,1,4,4,5,5,3,4,4,4,1,4,3,2,4,1,3,2,5,4,4,2,4,4,5,3,2,4,2,1,2,2,4,3,1,2,2,3,4,3,4,4,3,4,2,3,2,2,3,3,2,2,4,4,4,5,4,2,2,3,5,2,2,2,2,4,2,4,2,2,1,3,4,3,2,2,2,4,2,2,2,2,2,2,4,2.1,1.6,1.85,3.2,3.7,3.45,2.5,3,2.75,2.1,3.7,2.9,3.6,4.4,4,3,5,6,3,4,5,4,6,6,6,6,6,5,6,5,6,5.125,1,3,3,3,3,2,3,4,3,2,2.7,Male
12389,34,38,41,89,4.26,30,0,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,2,4,4,4,2,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,3,2,4,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,4,1,3,2.5,2.8,2.65,3.3,3,3.15,3.1,3.1,3.1,3.1,3.1,3.1,3,3.1,3.05,5,5,5,6,5,6,5,6,6,5,7,5,5,7,6,6,5.625,2,4,3,3,3,2,3,3,4,2,2.9,Male
13718,30,31,28,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12544,41,44,44,86,3.73,26,0,2,3,4,2,3,2,4,2,3,4,4,4,3,3,3,4,1,3,3,3,3,4,2,3,3,2,4,4,4,4,3,3,4,4,4,4,1,4,2,3,1,5,4,3,2,2,3,3,5,3,5,2,2,2,2,4,4,4,2,4,4,2,3,3,2,4,1,4,2,3,1,3,2,3,3,4,1,2,4,2,4,1,2,3,3,4,2,4,2,2,4,5,2,5,3,3,3,4,4,4,4.1,2.5,3.3,4,4.2,4.1,3.4,3.6,3.5,3.1,2.1,2.6,3.2,3.4,3.3,5,5,4,4,6,6,5,6,7,5,7,5,6,7,6,6,5.625,4,4,4,4,4,4,3,3,5,5,4,Female
